"Rank","Change","Category","App","Publisher","Price","Inapp","Date","CRScore","URL(Address)"
"1","-","Entertainment","Netflix","Netflix, Inc.","0.0","Netflix : $12.99 / Netflix 1 Screen - Unlimited Streaming : $8.99 / Netflix 2 Screens - Unlimited Streaming : $12.99","2010-04-01","165408","https://itunes.apple.com/US/app/id363590051"
"2","-","Lifestyle","Tinder - dating","Tinder Inc.","0.0","Tinder Plus : $9.99 / Tinder Plus : $1.99 / Tinder Plus : $2.99 / Tinder Gold : $14.99 / 5 Super Likes : $4.99","2012-08-02","152842","https://itunes.apple.com/US/app/id547702041"
"3","-","Photo & Video","YouTube: Watch, Listen, Stream","Google LLC","0.0","YouTube Red : $12.99 / YouTube Red : $9.99 / YouTube Red : $10.99 / YouTube Premium : $15.99 / Movies & Shows : $3.99","2012-09-11","129114","https://itunes.apple.com/US/app/id544007664"
"4","+1","Action","Fortnite","Epic Games","0.0","2500 (+300 Bonus) V-Bucks : $24.99 / 1000 V-Bucks : $9.99 / Yellowjacket Pack : $4.99","2018-03-15","101471","https://itunes.apple.com/US/app/id1261357853"
"5","-1","Music","Pandora: Music & Podcasts","Pandora Media, Inc.","0.0","Pandora Plus : $4.99","2019-02-01","72206","https://itunes.apple.com/US/app/id284035177"
"6","-","Arcade","Candy Crush Saga","King","0.0","Extra Moves : $0.99 / Extra Lives : $0.99 / 10x Gold Bars package : $0.99","2012-11-14","53263","https://itunes.apple.com/US/app/id553834731"
"7","+14","Action","DRAGON BALL Z DOKKAN BATTLE","BANDAI NAMCO Entertainment Inc.","0.0","dragon_stone J(set) : $0.99 / dragon_stone H(set) : $7.99 / dragon_stone I(set) : $32.99","2015-07-15","43727","https://itunes.apple.com/US/app/id951627425"
"8","-1","Entertainment","Hulu: Stream TV shows & movies","Hulu, LLC","0.0","Hulu : $5.99 / Hulu (No Ads) : $11.99","2010-06-29","34718","https://itunes.apple.com/US/app/id376510438"
"9","-1","Lifestyle","Bumble: Matches. Chats. Dating","Bumble Holding Limited","0.0","Bumble Boost : $9.99 / Bumble Boost : $24.99 / Bumble Boost : $39.99","2014-11-18","34646","https://itunes.apple.com/US/app/id930441707"
"10","-","Strategy","Clash of Clans","Supercell","0.0","Pile of Gems : $4.99 / Bag of Gems : $9.99 / Sack of Gems : $19.99","2012-08-02","30718","https://itunes.apple.com/US/app/id529479190"
"11","-2","Arcade","Toon Blast","Peak Games","0.0","Tiny Coin Pack : $1.99 / Super Bundle : $12.99 / Toon Bundle : $6.99","2017-08-15","27916","https://itunes.apple.com/US/app/id1176027022"
"12","-1","Kids","Pokémon GO","Niantic, Inc.","0.0","100 PokéCoins : $0.99 / 550 PokéCoins : $4.99 / 1,200 PokéCoins : $9.99","2016-07-06","25736","https://itunes.apple.com/US/app/id1094591345"
"13","-1","Adventure","Roblox","Roblox Corporation","0.0","80 ROBUX : $0.99 / Premium 80 Robux : $0.99 / 800 Robux Premium : $9.99","2011-05-26","22754","https://itunes.apple.com/US/app/id431946152"
