"Rank","Change","Category","App","Publisher","Price","Inapp","Date","CRScore","URL(Address)"
"1","-","Travel","App1933 - KMB ‧ LWB","The Kowloon Motor Bus Company (1933) Limited","0","","2016-11-20","232179","https://itunes.apple.com/HK/app/id1170003707"
"2","-","Travel","KLOOK客路","Klook Travel Technology Limited","0","","2015-04-23","106656","https://itunes.apple.com/HK/app/id961850126"
"3","+2","Travel","新巴城巴 CitybusNWFB","Citybus & New World First Bus","0","","2011-10-21","100670","https://itunes.apple.com/HK/app/id472242340"
"4","-1","Travel","MTR Mobile","MTR Corporation Limited","0","","2010-05-13","88457","https://itunes.apple.com/HK/app/id369295276"
"5","+2","Reference","Google 翻譯","Google LLC","0","","2011-02-08","87864","https://itunes.apple.com/HK/app/id414706506"
"6","-2","Travel","Trip.com","Ctrip.com international","0","","2013-08-05","54438","https://itunes.apple.com/HK/app/id681752345"
"7","+1","Travel","Uber 優步，全球便捷搭乘","Uber Technologies, Inc.","0","","2010-05-20","45434","https://itunes.apple.com/HK/app/id368677368"
"8","+3","Travel","Agoda - 國內外訂房優惠","Agoda.com","0","","2011-06-06","40319","https://itunes.apple.com/HK/app/id440676901"
"9","+22","Navigation","Citymapper －「一個打十個」嘅交通 App","Citymapper Limited","0","","2011-10-17","34286","https://itunes.apple.com/HK/app/id469463298"
"10","-1","Travel","HKTaxi - 香港Call的士App","HKTaxi App Limited","0","","2013-06-18","33876","https://itunes.apple.com/HK/app/id660232595"
"11","-1","Travel","Grab App","Grab.com","0","","2013-05-15","25342","https://itunes.apple.com/HK/app/id647268330"
"12","+1","Travel","KKday: 全球旅遊體驗行程預訂-自由行規劃","KKday","0","","2017-09-24","23804","https://itunes.apple.com/HK/app/id1248267356"
"13","-1","Travel","Expedia 智遊網酒店、機票、當地玩樂一站式旅遊預訂平台","Expedia, Inc.","0","","2011-04-06","23336","https://itunes.apple.com/HK/app/id427916203"
"14","+1","Travel","永安旅遊 - 機票酒店旅遊優惠","Hong Kong Wing On Travel Service Limited","0","","2014-07-23","22204","https://itunes.apple.com/HK/app/id888640962"
"15","+4","Navigation","Moovit: 香港巴士鐵路線搜尋","Moovit App Global LTD","0","","2012-04-27","21131","https://itunes.apple.com/HK/app/id498477945"
"16","-2","Travel","GOGOX (前為GOGOVAN)-即時貨運及速遞叫車","GoGo Tech Limited","0","","2013-10-31","17455","https://itunes.apple.com/HK/app/id708390467"
"17","+1","Travel","HOTELS.COM: 查找和比較旅行優惠。預訂旅遊行程","Hotels.com","0","","2019-02-11","17091","https://itunes.apple.com/HK/app/id284971959"
"18","+2","Lifestyle","亞洲萬里通","Asia Miles Limited","0","","2010-12-03","16382","https://itunes.apple.com/HK/app/id406138803"
"19","+7","Travel","85飛的 - HKTaxi 香港Call的士App","Tat Man Siu","0","","2014-01-16","15246","https://itunes.apple.com/HK/app/id787091892"
"20","-4","Travel","HK Express","HK Express","0","","2016-02-14","14030","https://itunes.apple.com/HK/app/id1069758898"
"21","+7","Utilities","拍照翻譯 - Triplens","KITA BILGI TEKNOLOJILERI LIMITED SIRKETI","0","","2019-02-13","12989","https://itunes.apple.com/HK/app/id1450813744"
"22","-","Travel","Airbnb","Airbnb, Inc.","0","","2010-11-10","12526","https://itunes.apple.com/HK/app/id401626263"
"23","+2","Travel","Booking.com 旅遊優惠","Booking.com","0","","2010-04-14","11809","https://itunes.apple.com/HK/app/id367003839"
"24","+5","Travel","Skyscanner – 旅行App","Skyscanner","0","","2011-02-17","11292","https://itunes.apple.com/HK/app/id415458524"
"25","-2","Travel","KKFly","Awesapp Ltd","0","魔力 x 1 : HK$ 8.00 / 魔力 x 10 : HK$ 78.00 / 魔力 x 120 : HK$ 788.00","2018-06-04","6185","https://itunes.apple.com/HK/app/id1374837929"
"26","+6","Travel","trivago：比較酒店價錢","trivago N.V.","0","","2010-06-15","6122","https://itunes.apple.com/HK/app/id376888389"
"27","-3","Travel","國泰航空","Cathay Pacific Airways Limited","0","","2009-02-23","4792","https://itunes.apple.com/HK/app/id305038764"
"28","-22","Travel","我的航班 (官方應用程式)","Airport Authority Hong Kong","0","","2013-03-10","4305","https://itunes.apple.com/HK/app/id610290647"
"29","-12","Lifestyle","美团-美食外卖旅游攻略","美团","0","","2011-03-12","3444","https://itunes.apple.com/HK/app/id423084029"
"30","new","Travel","香港迪士尼樂園","Disney","0","","2016-05-09","1658","https://itunes.apple.com/HK/app/id1077550649"
"31","-10","Travel","DiDi - 滴滴出行","Beijing XiaoJu Technology Co., Ltd.","0","","2012-10-02","1337","https://itunes.apple.com/HK/app/id554499054"
"32","+2","Travel","MTR Next Train","MTR Corporation Limited","0","","2012-06-06","1320","https://itunes.apple.com/HK/app/id531631636"
"33","+5","Travel","香港出行易","Transport Department, HKSAR Government","0","","2011-08-15","1305","https://itunes.apple.com/HK/app/id426108163"
"34","new","Entertainment","Ocean Park Hong Kong","Ocean Park Hong Kong","0","","2012-09-25","870","https://itunes.apple.com/HK/app/id554122091"
"35","new","Travel","新巴城巴嶼巴實時抵站時間","Ho Kit Cheung","0","","2019-08-19","834","https://itunes.apple.com/HK/app/id1476678281"
