"Rank","Change","Category","App","Publisher","Price","Inapp","Date","CRScore","URL(Address)"
"1","+2","Role Playing","萬國覺醒-RoK","Lilith Games","0","","2018-09-20","243576","https://itunes.apple.com/HK/app/id1354260888"
"2","-1","Adventure","魔力寶貝M","HaPod Digital Technology Co., Ltd.","0","","2019-06-22","93962","https://itunes.apple.com/HK/app/id1449825790"
"3","-1","Card","聖鬥士星矢：覺醒","GAMESWORD CO., LIMITED","0","","2019-02-26","80950","https://itunes.apple.com/HK/app/id1444385242"
"4","-","Action","Garena 傳說對決：刀劍神域合作始動","Garena Online Private Ltd","0","","2016-10-12","49904","https://itunes.apple.com/HK/app/id1089079153"
"5","+4","Arcade","神魔之塔","Mad Head Limited","0","","2013-01-14","49216","https://itunes.apple.com/HK/app/id583798880"
"6","+1","Role Playing","叫我萬歲爺（國際版）","Clicktouch Co.,Ltd.","0","60元寶 : HK$ 8.00 / 300元寶 : HK$ 38.00 / 680元寶 : HK$ 78.00","2018-05-01","46750","https://itunes.apple.com/HK/app/id1372629721"
"7","new","Action","GUNDAM BREAKER：鋼彈創壞者 MOBILE","BANDAI NAMCO Entertainment Inc.","0","","2019-08-21","40323","https://itunes.apple.com/HK/app/id1456221314"
"8","+6","Adventure","Fate/Grand Order","Moe Lee","0","首儲禮包（5個聖晶石） : HK$ 8.00 / 聖晶石1個 : HK$ 8.00 / 聖晶石4個+贈送（免費）1個 : HK$ 28.00","2017-05-17","39311","https://itunes.apple.com/HK/app/id1225867328"
"9","-4","Adventure","天堂M","Gamania Digital Entertainment","0","120個藍鑽 : HK$ 23.00 / 400個藍鑽 : HK$ 78.00 / 4000個藍鑽 : HK$ 788.00","2017-12-08","36671","https://itunes.apple.com/HK/app/id1276508585"
"10","+5","Simulation","Captain Tsubasa: Dream Team","KLab Inc.","0","","2017-12-04","34683","https://itunes.apple.com/HK/app/id1293738123"
"11","-5","Role Playing","完美世界M","Iwplay World","0","","2019-06-26","34224","https://itunes.apple.com/HK/app/id1449689251"
