"Rank","Change","Category","App","Publisher","Price","Inapp","Date","CRScore","URL(Address)"
"1","new","Productivity","Norton Secure VPN & Proxy VPN","NortonLifeLock, Inc.","0","Subscription with free trial for one device : $29.99 / Yearly Plan : $29.99 / 7 Day Trial Yearly Plan : $39.99","2016-06-13","324697","https://itunes.apple.com/US/app/id1095519285"
"2","-1","Travel","My Disney Experience","Disney","0","One Day Memory Maker : $69.99 / 30 Day Memory Maker : $199.99","2012-08-02","144333","https://itunes.apple.com/US/app/id547436543"
"3","new","Weather","NOAA Weather Radar Live","Weather or Not Apps, LLC","0","Full Access to Pro Features : $2.99 / Pro Features (Weekly) : $2.99 / Pro Features (Monthly) : $4.99","2013-11-25","123231","https://itunes.apple.com/US/app/id749133753"
"4","-2","Travel","Mobile Passport","Airside Mobile LLC","0.0","Mobile Passport plus : $9.99 / Mobile Passport plus : $13.99 / Mobile Passport plus : $12.99","2014-08-11","66483","https://itunes.apple.com/US/app/id907024887"
"5","-1","Travel","iTranslate Converse","iTranslate","0.0","iTranslate Pro : $9.99 / iTranslate Pro : $39.99 / iTranslate Pro : $4.99 / iTranslate PRO : $49.99","2017-08-03","42953","https://itunes.apple.com/US/app/id1241264761"
"6","-3","Travel","Flightradar24 | Flight Tracker","Flightradar24 AB","0.0","Silver Plan - Monthly : $1.49 / Gold Plan - Monthly : $3.99","2010-07-21","40657","https://itunes.apple.com/US/app/id382233851"
"7","-1","Travel","Guthook Guides: Hike Offline","Atlas Guides LLC","0.0","AT Section 1: GA/NC : $8.99 / Guthook's Appalachian Trail : $59.99 / AT Section 5: PA & MD : $8.99","2013-03-08","24050","https://itunes.apple.com/US/app/id605447532"
"8","new","Healthcare & Fitness","AllTrails: Hike, Bike & Run","AllTrails, Inc.","0","AllTrails Pro : $29.99","2010-12-17","21667","https://itunes.apple.com/US/app/id405075943"
"9","-4","Travel","Planes Live - Flight Tracker","Weather or Not Apps, LLC","0.0","Planes Live Premium : $2.99 / Planes Live Premium 1 Month : $4.99","2016-06-16","20915","https://itunes.apple.com/US/app/id1097815000"
"10","-1","Travel","Crew Buddy","Wapiti Software LLC","0.0","CrewBuddy Pro : $24.99 / CrewBuddy Pro : $2.99","2014-05-01","17525","https://itunes.apple.com/US/app/id685014186"
"11","-4","Travel","Disneyland®","Disney","0.0","Digital Photo Download : $14.99","2015-08-04","16475","https://itunes.apple.com/US/app/id1022164656"
"12","-4","Travel","OBD Fusion","OCTech, LLC","$9.99","Ford 2006 Enhanced Diagnostics : $9.99 / Ford 2004 Enhanced Diagnostics : $9.99 / Ford 2005 Enhanced Diagnostics : $9.99","2013-06-01","15942","https://itunes.apple.com/US/app/id650684932"
"13","-1","Travel","Camp & RV - Tents to RV Parks","Allstays LLC","$9.99","","2010-05-13","14194","https://itunes.apple.com/US/app/id370820516"
"14","-4","Travel","Maui Road to Hana Driving Tour","Shaka Guide","0.0","Haleakala Volcano Driving Tour : $9.99 / Classic Road to Hana Tour : $11.99 / Loop Road to Hana Driving Tour : $9.99","2016-04-28","12235","https://itunes.apple.com/US/app/id1070908005"
"15","+1","Travel","Boingo Wi-Finder","Boingo Wireless, Inc.","0.0","Boingo iOS - Monthly : $7.99","2008-12-07","10337","https://itunes.apple.com/US/app/id297596317"
"16","-3","Travel","Mohegan Sun Connecticut","Mohegan Sun Connecticut","0.0","P4F0 500,000 Credits : $4.99 / STARTER : $2.99 / P4F HotOffer1 Credits : $0.99","2013-06-01","10132","https://itunes.apple.com/US/app/id646553835"
"17","+1","Travel","StaffTraveler","StaffTraveler Solutions B.V.","0.0","1 credit : $0.99 / 5 credits : $2.99 / 10 credits : $4.99","2016-06-13","9733","https://itunes.apple.com/US/app/id1115912521"
"18","-1","Travel","Roadtrippers - Trip Planner","Roadtrippers","0.0","Roadtrippers Plus - Annual : $29.99 / Roadtrippers Plus - Monthly : $6.99","2014-11-25","9729","https://itunes.apple.com/US/app/id944060491"
"19","-8","Travel","TripIt: Travel Planner","TripIt","0.0","TripIt Pro (1 Year) : $48.99","2009-04-10","9691","https://itunes.apple.com/US/app/id311035142"
"20","-6","Travel","Vegan Food Near You - HappyCow","HappyCow","$3.99","","2011-05-12","9602","https://itunes.apple.com/US/app/id435871950"
"21","-6","Travel","MarineTraffic - Ship Tracking","MarineTraffic.com","$4.99","Augmented Reality : $2.99 / Access Plus 24 : $0.99 / Nautical Charts Monthly : $2.99","2012-10-08","8285","https://itunes.apple.com/US/app/id563910324"
"22","-3","Travel","Road to Hana Maui GyPSy Guide","GPS Tour Guide","$6.99","","2012-11-19","7582","https://itunes.apple.com/US/app/id578451869"
"23","-2","Travel","App in the Air","AITA LIMITED","0.0","Annual premium subscription : $29.99 / Monthly subscription for premium features : $4.99 / Lifetime Text/Push subscription for all flights alerts : $49.99","2012-05-31","7167","https://itunes.apple.com/US/app/id527299553"
"24","+7","Travel","Fareness - Fly When it's Cheap","Fareness","0.0","Year Subscription : $59.99 / Monthly Subscription : $7.99","2016-05-05","7161","https://itunes.apple.com/US/app/id1102502208"
"25","-5","Travel","Hawaii Revealed","WizardPublications, Inc.","0.0","KAUAI REVEALED : $17.99 / MAUI REVEALED : $17.99 / BIG ISLAND REVEALED : $17.99","2017-12-18","6251","https://itunes.apple.com/US/app/id1200776309"
"26","-3","Travel","WiFi Map: Find Internet & VPN","WiFi Map LLC","0.0","Remove Ads : $1.99 / PRO Version : $29.99","2012-09-20","5402","https://itunes.apple.com/US/app/id548925969"
"27","+2","Travel","LiveATC Air Radio","LiveATC.net","$3.99","","2009-06-09","5399","https://itunes.apple.com/US/app/id317809458"
"28","-6","Travel","PeakFinder AR","Fabio Soldati","$4.99","","2010-03-12","5174","https://itunes.apple.com/US/app/id357421934"
"29","+5","Travel","Maui GyPSy Guide Driving Tour","GPS Tour Guide","$9.99","","2012-11-19","4613","https://itunes.apple.com/US/app/id578453078"
